rank,title,author,rating,reviews,price,url,description,publisher,publication_date
73,Mated to the Alpha Squad: Reverse Harem Shifter Romance (Pack Up and Love Me),Ella Hartwell,4.0,740.0,,/Mated-Alpha-Squad-Reverse-Shifter-ebook/dp/B0G5GVJMQG/ref=zg_bs_g_6190484011_d_sccl_23/134-1708754-9990356?psc=1,"I thought I was giving a spa day to three very large, very grumpy stray dogs. Turns out, I was accidentally claiming the city’s most dangerous Alpha pack. My name is Penny, and I’m the best dog groomer in the tri-state area. I can tame a biting Chihuahua with a look and turn a matted mess into a show pony in under an hour. So, when three massive, majestic wolves wandered into my shop looking like they’d been dragged through a sewer, I didn’t call Animal Control. I called for the premium blueberry shampoo. I scrubbed them. I blow-dried them. I may have put a jaunty little bandana on the biggest one. And then… I found The Spot . You know the one. That magic little nerve ending behind the ear that makes a dog’s leg kick? Well, apparently, when you hit that spot on a shifter stuck in wolf form, it doesn’t just make their leg kick. It accidentally triggers a soul-deep mating bond. Whoops . Now, three gorgeous, intense, and terrifyingly familiar men are stalking my shop. Rowan : The brooding Alpha who glares at me like he wants to devour me (and is definitely hiding the fact that I put a pink bow on him yesterday). Knox : The stoic Enforcer who keeps ""accidentally"" breaking things just so I have to come close to fix them. Jax : The chaotic wild card who looks at me with puppy-dog eyes and practically begs for head scratches in the middle of the waiting room. They’re undercover agents who should be focusing on a drug bust, but all they can focus on is me . They need to break the bond before they lose their badges, but their inner wolves have other ideas. They don’t just want a groomer. They want a mate. And they’re willing to get down and dirty to prove they can be very good boys. Mated to the Alpha Squad is a MMMF Reverse Harem romance featuring a heroine who takes no nonsense, three possessive wolves who are really just oversized puppies, and a guaranteed HEA with plenty of purring... er, growling. Read less",,"December 6, 2025"
74,Savage Fae (Ruthless Boys of the Zodiac Book 2),Caroline Peckham,4.4,34947.0,,/Savage-Ruthless-Boys-Zodiac-Book-ebook/dp/B07ZFJLSX3/ref=zg_bs_g_6190484011_d_sccl_24/134-1708754-9990356?psc=1,"There's more to my brother's murder than I realised... Shadows in the halls, mysteries lurking around every corner. Whoever killed him is covering their tracks well. And now I'm walking a dangerous line between getting close to the four kings for information and wanting to crawl deeper under their skin for my own desires. I can't trust anyone. I can't let my guard down. And I must keep the urges of my body separate from my heart. But I'm starting to break all of my own rules. I just hope I'm not falling for my brother's killer. Read more",King's Hollow,"December 6, 2019"
75,Mate abandoned by Alpha: A Rejected Fated Mate Secret Pregnancy Paranormal Romance (The Forsaken Mate Saga Book 1),Gertty Rudraw,4.0,1736.0,,/Mate-abandoned-Alpha-Pregnancy-Paranormal-ebook/dp/B0G5Y2C98H/ref=zg_bs_g_6190484011_d_sccl_25/134-1708754-9990356?psc=1,"I showed up at my mate’s private villa to tell him I was pregnant… only to catch him shirtless, holding a woman wrapped in his blanket—calling her “my Luna.” And when she turned around, I froze. It was Liv. The woman the entire pack thinks I pushed off a cliff. The woman my mate mourned for six months. The woman he now swears he “always loved.” Elias didn’t deny it. Didn’t explain. Didn’t even look surprised. He just tightened his arm around her and said the words that shattered me: “Let’s divorce. Liv is the one I should’ve chosen.” Fine. If the Alpha wants freedom so badly, I’ll give it to him. I walked away with nothing… Except the secret he’ll never forgive me for hiding: I’m carrying the future Alpha—the miracle heir a Lycan bloodline can produce only once in a generation. I swore I’d disappear forever. I swore he’d never touch my child. But when Liv’s “return from the dead” triggers a new wave of hunter attacks… and Elias discovers the real traitor has been beside him all along— he comes searching for me. This time not as my mate… but as the Alpha whose entire pack will die unless he gets back the woman he threw away.",,"December 24, 2025"
76,A Claim of Fortune (Shifter City Fated Mates Book 3),Jaymin Eve,4.4,7253.0,,/Claim-Fortune-Shifter-Fated-Mates-ebook/dp/B0DVHT61DB/ref=zg_bs_g_6190484011_d_sccl_26/134-1708754-9990356?psc=1,"Not only did I not avoid fate, I actively taunted it, and now we’re all in trouble. I spent my life running only to find out that what I ran from was the one thing I needed to survive: my pack. A perfect quintet. That was until an unexpected dragon shifter crashed into my world and changed the dynamics. Now I’m irrevocably tied to Talon, a fifth alpha, and one who’s under the control of a power hungry and evil shifter. A shifter who wants to destroy the cities and return us to a single alpha rule. My instincts tell me that Talon belongs in my pack with Hunter, Slade, Kellan, and Finley, but the hurdles we must overcome feel insurmountable. Especially with tainted magic breathing down our necks, and betrayal around every corner. It’s a race for survival. Not only for our pack, but the entire shifter world. But I know we’re strong enough. We have no other choice.",,"June 6, 2025"
77,Mage Storm: A why choose paranormal academy romance (Starfall Academy Book 2),Lyra Mishon,4.4,988.0,,/Mage-Storm-paranormal-academy-Starfall-ebook/dp/B0G21K7DWC/ref=zg_bs_g_6190484011_d_sccl_27/134-1708754-9990356?psc=1,"Demons are liars, right? I hope they are, or my witchy life is about to get a million times harder. Sadly, I’m going to have to stick a pin in the whole ugly demons spewing unsubstantiated nonsense about my murky heritage problem. I have a sexy vampire prince to rescue. If we don’t find my undead fifth soul-bonded mate soon, my heart will shatter. And that’s not all… As if my lost mate and marauding demons hellbent on kidnapping me weren’t bad enough, the storm mage loathes me, my flirty incubus doesn’t understand the meaning of the word ‘boundaries’, and my snarky familiar needs a serious attitude adjustment. The goddess knows I’m not afraid of a challenge, but it looks like I’ll need the grumpy storm mage’s help for the perilous journey that lies ahead. And guess what? Yeah, he’s in a bad mood. --- Book 2 of the Starfall Academy series picks up immediately after where Book 1, Witch Fire, ended. Expect more craziness, banter, magic and mayhem. There will be a HEA at the end of the series. Read less",,"January 27, 2026"
78,A Curse of Fate (Shifter City Fated Mates Book 1),Jaymin Eve,4.5,14868.0,,/Curse-Fate-Shifter-Fated-Mates-ebook/dp/B0DJPY9X38/ref=zg_bs_g_6190484011_d_sccl_28/134-1708754-9990356?psc=1,"A new romantasy from Wall Street Journal and USA Today bestseller Jaymin Eve. I'm a shifter who can never bond with a pack. Not if I want to live. The day I watched my mom's pack destroy her, was the day I knew I had to run from the shifter cities. Mom and I share the same designation, which means we'll share the same fate. For ten years I hide from the cities and the alphas who control them. Until my luck runs out. Dragged to Golden Claw against my will, they charge me as a rogue. I'm facing death until one of the strongest alphas in the city scents me as his match. Scents me... and claims me. Even worse? He's part of the most powerful pack of alphas the cities have ever seen. I have to reject them. It's the only way to avoid my mom's curse of fate. And my own. Except, these alphas have never been rejected a day in their lives, and they're definitely not about to start now. * This is a romantasy with very dominant and possessive male main characters. Please note, Shifter City is not omegaverse. It's a shifter romance. * This story is a full length (95k words) romantasy and contains adult themes and descriptions that are suitable for 18+. Read less",,"October 31, 2024"
79,Grimm Curiosities,Sharon Lynn Fisher,4.5,4459.0,,/Grimm-Curiosities-Sharon-Lynn-Fisher-ebook/dp/B0CT9SVLNR/ref=zg_bs_g_6190484011_d_sccl_29/134-1708754-9990356?psc=1,"In Victorian England, a young woman inherits her father’s curiosity shop and all its ghostly secrets in a bewitching novel by the author of Salt & Broom . It’s 1851 in old York. Lizzy Grimm struggles to save her late father’s charmingly creepy yet floundering antique shop, Grimm Curiosities. Then, during a particularly snowy December in this most haunted city in England, things turn…curiouser. Lizzy meets Antony Carlisle, whose sister suffers from the same perplexing affliction as Lizzy’s mother—both stricken silent and unresponsive after speaking with ghosts. Working closely together to fathom what power has transformed their loved ones and why, Lizzy and Antony discover an important clue: her father’s treasured set of rare books on ancient folktales, enchantments, and yuletide myths. Books that a persistent collector is awfully keen to purchase. Books Lizzy can’t bear to sell. Every bewitching passage and illustration opens a doorway to something ancient and dangerously inviting. Keys to a mystery Lizzy and Antony are compelled to solve—even if doing so means unleashing one of this bright holiday’s darkest myths.",47North,"November 5, 2024"
80,Court of Lust: A Bully Fantasy Reverse Harem Romance (Their Dragon Rider Book 3),Lacey Carter Andersen,4.5,1498.0,,/Court-Lust-Fantasy-Reverse-Romance-ebook/dp/B0FTGP7P5K/ref=zg_bs_g_6190484011_d_sccl_30/134-1708754-9990356?psc=1,"What happens when multiple sexy men all want me for themselves? I get them to learn to share… I can’t believe how much has happened since I joined the dragon riders’ academy. My small-town life as a healer is gone, and I’m living in a world of dragons and royalty. Except, these royals all want the same thing. Me . And I’m not about to choose just one of them, when I’m being pulled to all of them. Unfortunately, these stubborn boys have never learned to share, but they’re about to. We can’t spend our time fighting amongst ourselves when we have our enemies, the Hollowborn, to deal with. If we can’t agree on a way to handle the Hollowborn, we may just find ourselves in another war. A war that will lead to death and destruction all across our kingdom. Our people are counting on us, and we must all stand together, or we’ll fall together instead. COURT OF LUST is a reverse harem bully romantasy. It is high heat, with a confident, sarcastic heroine and jealous and possessive alpha men. Read less",Phoenix Press LLC,"January 9, 2026"
81,A Soul of Ash and Blood: A Blood and Ash Novel,Jennifer L. Armentrout,4.2,31028.0,,/Soul-Ash-Blood-Novel-Book-ebook/dp/B0BNCF5W6M/ref=zg_bs_g_6190484011_d_sccl_81/134-1708754-9990356?psc=1,"Only his memories can save her… A great primal power has risen. The Queen of Flesh and Fire has become the Primal of Blood and Bone—the true Primal of Life and Death. And the battle Casteel, Poppy, and their allies have been fighting has only just begun. Gods are awakening across Iliseeum and the mortal realm, readying for the war to come. But when Poppy falls into stasis, Cas faces the very real possibility that the dire, unexpected consequences of what she is becoming could take her away from him. Cas is given some advice, though—something he plans to cling to as he waits to see her beautiful eyes open once more: Talk to her. And so, he does. He reminds Poppy how their journey began, revealing things about himself that only Kieran knows in the process. But it’s anybody’s guess what she’ll wake to or exactly how much of the realm and Cas will have changed when she does. #1 New York Times bestselling author Jennifer L. Armentrout revisits Poppy and Casteel’s epic love story in the next installment of the Blood and Ash series. But this time, Hawke gets to tell the tale.",Blue Box Press,"July 18, 2023"
82,Taken by Touch and Torment (Eternal Obsession Book 2),Maggie Sunseri,,7015.0,,/Taken-Touch-Torment-Eternal-Obsession-ebook/dp/B0CR1QJ8D7/ref=zg_bs_g_6190484011_d_sccl_82/134-1708754-9990356?psc=1,"The second installment in a dark obsession fantasy romance duet set in a city of warring vampire clans, perfect for fans of Haunting Adeline , From Blood and Ash , and Gild . Scarlett All my life, I’ve been scorned for what I am: an object of desire, a temptress, a demon . Now my dark and mysterious powers of seduction might be my only salvation. I am living in a nightmare. Rune’s voice torments me. Cruel hands offer touch and torture that I cannot refuse. My addictive blood spurs obsession and frenzy, but I am not defenseless. The born vampires can’t fathom the embodiment of wrath and vengeance they are forging from sin and blood. Rune All her life, I have watched her from the shadows. Now she haunts my every moment, my every dream. She is inescapable: the vastness of an ocean, the radiance of a field of stars, the deep darkness of divine feminine rage. Valentin is in a state of upheaval. One wrong move could provoke the annihilation of everything my clan has built, the destruction of the city my Scarlett adores. I am trapped by duty, bound by loyalty. But each day that passes without my Little Flame, the more famished my shadows become. One day, they will feast . ~~~~~ Warning : This is the second and final installment in the Eternal Obsession duet. You must read Stalked by Seduction and Shadows first. Content warnings can be found on the author's website. Read less",,"June 28, 2024"
83,Vicious Fae (Ruthless Boys of the Zodiac Book 3),Caroline Peckham,4.4,33398.0,,/Vicious-Ruthless-Boys-Zodiac-Book-ebook/dp/B082GFQ36N/ref=zg_bs_g_6190484011_d_sccl_83/134-1708754-9990356?psc=1,"The King will fall. While I continue my hunt for the Fae who killed my brother, I have to try to keep my heart away from the vicious boys who could be responsible for his death. But as my investigation leads me down a dangerous road and answers seem closer than ever before, I'm whisked away to the elite school, Zodiac Academy, with the four Kings, and my heart becomes more vulnerable than ever. There are so many secrets left to uncover, and I sense something terrible is about to come to light. But I’m in so deep to this dangerous labyrinth, what if this road only ends in blood? Read more",King's Hollow,"February 21, 2020"
84,The Witch's Wolf: Fated Destines (Fated Destinies Book 1),Heather K. Carson,4.4,7264.0,,/Witchs-Wolf-Fated-Destines-Destinies-ebook/dp/B0BVL1TV5V/ref=zg_bs_g_6190484011_d_sccl_84/134-1708754-9990356?psc=1,"Fate doesn’t exist. But try telling that to the growling wolf shifter who thinks I’m his mate… This is not my week. Or month. Or year. My now-ex-boyfriend cheating on me with my best friend? I’d get over it eventually. Pretentious chefs who looked down on me because I never went to culinary school while I was raising my little sister? Screw ‘em. Finding out my sister has Lycan wolf DNA and I have hours to get her out of the city before she’s locked away in a government research facility? I definitely didn’t see that one coming. To save my sister’s life, we take off in the middle of the night following cryptic instructions from our late father to what was supposed to be the toxic wastelands. Imagine my surprise when we stumble into a fairy tale civilization of wolf shifters where magic is real and a frustrating, but ruggedly handsome pack enforcer has serious plans for me. The big, bad, and hungry wolf thinks I’m his fated mate and he’s not taking no for an answer. That’s just the icing on the metaphorical cake. But this isn’t some magical bedtime story. Real danger exists in the Cerberus pack. There’s a poison in the ranks. Shifters are leaving. My sister isn’t safe. And a blood-thirsty Alpha murders anyone that challenges him. Which I may--or may not--have accidentally done… Did I mention today is not my day? Each book in the Fated Destinies series is a full length novel told in dual POV where the main hero and heroine get their HEA. This steamy series offers spice without sacrificing the plot. Warning: These books do end on a slight cliffhanger once the individual plots are resolved. Scroll up now and start reading to find out how these fated destinies are interwoven into the overall series. Tropes: Humor Grumpy/Sunshine Growling Alpha Males Touch her and die Spicy M/F HEA Fated mates Slow burn Read less",,"March 1, 2023"
85,Fated to the Warrior Wolf: A Fated Mates Wolf Shifter Paranormal Romance (The Hunted Omegas Book 3),April L. Moon,4.5,11284.0,,/Fated-Warrior-Wolf-Shifter-Paranormal-ebook/dp/B0D4MCZVH4/ref=zg_bs_g_6190484011_d_sccl_85/134-1708754-9990356?psc=1,"Houston, this was not part of the plan. Not even a little tiny bit. He's not my fated mate, yet here I am, pregnant regardless. Leigh It's not supposed to be possible, but I guess when your BFF is some sort of unicorn wolf with special powers, things tend to get a bit wonky. But that's not really the point. The point is I'm super duper for sure pregnant, and he's pissed off, growly, and grumpy as hell. Oh, and he found out by accident. While I was telling his best friend. And puking, loudly. Huzzah for morning sickness, yo. And . . . he didn't seem thrilled. Not loving the trajectory, here. But I'll protect my tiny, perfect Petal. Even from her own father if I have to. Gael Am I still breathing? I'm not really sure. Because a one night stand isn't supposed to come with these sorts of consequences. I mean, sure, if we were human. But wolves? It's not that easy. There are signs . But despite the utter lack of a starter pistol announcing that we were a go, the four pregnancy tests laid out on her bathroom counter don't lie. I'm going to be a dad. Pretty sure my face is about to melt off with the shock. She and I are like oil and water. Fire and gasoline? Yeah, that one. It's not because I don't like her. Hell, I can't stop thinking about her. The problem is she knows how to push every last one of my buttons, and she's determined to slam the door in my face. But I'm not the kind of guy to take no for an answer, not when the woman I'm crazy about and my baby are on the line. We might not have mate signs— yet— but I know she's the one for me. Now I just have to prove that I can be the one for her, too. That can't be too difficult, right? One-click now to dive into this steamy wolf-shifter romance. ★★★★★ If you love: Wolf Shifters Fated Mates (but not insta-love) Surprise Baby/Secret Baby Cinnamon Roll Hero Supportive Girl Besties with just a dash of Grumpy/Sunshine . . . This is the book for you! ★★★★★ Each book in this series contains a HEA for the main couple. The story arc spans multiple books, but each one contains a new couple and a new romance, while still bringing in familiar faces until our world's problems are solved. Read less",Thigpen-Gandy Publishing,"November 19, 2024"
86,The Warlord Wants Forever (Immortals After Dark),Kresley Cole,4.3,6014.0,,/Warlord-Wants-Forever-Immortals-After-ebook/dp/B06ZZWDBDV/ref=zg_bs_g_6190484011_d_sccl_86/134-1708754-9990356?psc=1,"Discover a dark and wicked new world in Kresley Cole’s remastered tale “The Warlord Wants Forever,” the first scorching installment in her #1 New York Times bestselling Immortals After Dark series... The Warlord Nikolai Wroth, a ruthless Vampire general, will stop at nothing to find his Bride, the one woman who can “blood” him, making his heart beat and filling him with strength. Coldly interested only in the power his Bride will bring, he can hardly believe when Myst the Coveted awakens him body—and soul. The Seductress Famed throughout the world as the most beautiful Valkyrie, Myst has devoted her life to protecting a magical jewel and to fighting the vampires. Wroth provides her with the perfect opportunity to torment her sworn enemy—for with his new heartbeat comes a consuming sexual desire that can only be slaked by her. Denying him, she flees, struggling to forget his searing, possessive kiss. The Hunt is on… She eludes him for five years, but he has finally chased her to ground and stolen her enchanted jewel, giving him absolute power over her. Now that she’s his for the taking, he intends to make her experience first-hand the agonizing, unending lust she subjected him to for half a decade. Yet when Nikolai realizes he wants far more than vengeance from Myst and frees her, will she come back to him? Read less",Pocket Star,"September 25, 2017"
87,A Fire in the Flesh: A Flesh and Fire Novel,Jennifer L. Armentrout,4.4,26217.0,,/Fire-Flesh-Novel-ebook/dp/B0BQ77BJFR/ref=zg_bs_g_6190484011_d_sccl_87/134-1708754-9990356?psc=1,"From #1 New York Times bestselling author Jennifer L. Armentrout comes book three in her beloved Flesh and Fire series… The only thing that can save the realms now is the one thing more powerful than the Fates. After a startling betrayal ends with both Sera and the dangerously seductive ruler of the Shadowlands she has fallen madly in love with being held captive by the false King of the Gods, there is only one thing that can free Nyktos and prevent the forces of the Shadowlands from invading Dalos and igniting a War of Primals. Convincing Kolis won’t be easy, though – not even with a lifetime of training. While his most favored Revenant is insistent that she is nothing more than a lie, Kolis’s erratic nature and twisted sense of honor leave her shaken to the core, and nothing could’ve prepared her for the cruelty of his Court or the shocking truths revealed. The revelations not only upend what she has understood about her duty and the very creation of the realms but also draw into question exactly what the true threat is. However, surviving Kolis is only one part of the battle. The Ascension is upon her, and Sera is out of time. But Nyktos will do anything to keep Sera alive and give her the life she deserves. He’ll even risk the utter destruction of the realms, and that’s exactly what will happen if he doesn’t Ascend as the Primal of Life. Yet despite his desperate determination, their destinies may be out of their hands. But there is that foreseen unexpected thread—the unpredictable, unknown, and unwritten. The only thing more powerful than the Fates… Read less",Blue Box Press,"October 31, 2023"
88,Rejected by My Alpha Stepbrother: A Forbidden Rejected Mate Secret Baby Billionaire Werewolf Romance (Whispers of the Pack Book 1),Jasmine Fox,4.2,401.0,,/Rejected-Alpha-Stepbrother-Forbidden-Billionaire-ebook/dp/B0GH7L9QD6/ref=zg_bs_g_6190484011_d_sccl_88/134-1708754-9990356?psc=1,"I was brought into a mansion by my adoptive father, only to discover that my stepbrother was my fated mate. Worse still? He sees me as the daughter of the woman who ruined his family, while I'm carrying his secret child. Dimitri Ravencrest was everything I shouldn’t want. Arrogant. Aloof. Alpha’s heir. Five years ago, he kissed me and swore to protect me. Next morning? He rejected me after his so-called fiancée humiliated me. So I ran. I swore I’d never fall for him again. Now I’m the VP of a major tech company. At a business dinner, I ran into the last person I ever wanted to see. And Dimitri? He’s been quietly investigating my every move. I thought rejecting him would finally rid me of the past. Until he barges into my office, slams me against my desk—and our bond sparks to life all over again. Just as he’s about to kiss me, a tiny voice calls out: “Mommy?” Read less",,"January 30, 2026"
89,Under the Surface,N.R. Walker,4.5,321.0,,/Under-Surface-N-R-Walker-ebook/dp/B0GNPQ28ND/ref=zg_bs_g_6190484011_d_sccl_89/134-1708754-9990356?psc=1,"When Hobart Detective Douglas Sawyer chases someone along Constitution Dock, the last thing he expects to see is the guy change shape and disappear into the freezing cold water. He also doesn’t expect a government suit to intervene on the case and offer him a job in a remote town in the wilds of the Southwest Coast to report on things that may or may not be weird. As the leader of his consortium, Ciaran Brenner takes protecting his town of Tenebrae Cove, and his family, very seriously. He’s never been bothered by any cop who takes up post in town because none of them stay long enough to find out the truth. Until Sawyer, that is. Sawyer has never felt at home anywhere until he arrives in Tenebrae Cove, the creepy little town in Southwest Tasmania. He can’t explain the unnatural pull he feels toward the water, or to the man who seems to despise him. He knows things aren’t as they appear, not when it comes to the water and not when it comes to Ciaran Brenner either. For reasons he can’t yet explain, he’s dying to get under the surface of both.",BlueHeart Press,"February 28, 2026"
90,Warrior Fae (Ruthless Boys of the Zodiac Book 5),Caroline Peckham,4.5,32344.0,,/Warrior-Ruthless-Boys-Zodiac-Book-ebook/dp/B08FYT5SG4/ref=zg_bs_g_6190484011_d_sccl_90/134-1708754-9990356?psc=1,"I've been thrown into the den of a monster. I once thought one of my ruthless boys could be the killer I’m hunting. They’re all dark, deadly and more than capable of brutality. But now I’m held by the King I’ve been stalking in the shadows and when I unmask him, he’ll realise he made a huge mistake in taking my brother from this world. My Kings are coming for me, I know that in my soul. They’re on their way to rip me from my enemy’s arms and tear him apart for me. My heart beats to the sound of their names. But I won’t wait around to be rescued. Everything has led me to this moment and I’m ready to destroy the Fae who stole my brother from me. Secrets will be uncovered. Destiny will be decided. Death will deliver us all in the end. No one will escape the conclusion of this story without blood on their hands. I guess it’s a good thing I’m a Vampire then, because I just so happen to have a taste for blood. Read less",King's Hollow,"April 30, 2021"
91,Fated to the Wolf Billionaire: A Fated Mates Wolf Shifter Paranormal Romance (The Hunted Omegas Book 4),April L. Moon,4.5,7693.0,,/Fated-Wolf-Billionaire-Shifter-Paranormal-ebook/dp/B0DKTH175X/ref=zg_bs_g_6190484011_d_sccl_91/134-1708754-9990356?psc=1,"She fell into my arms as her entire world fell apart. And I was never letting her go. Reed I've been alone for over three hundred years. The darkness is around every corner, trying to swallow me whole as I watch my packmates one by one find their true loves, while I stand permanently on the sidelines. But when she collapses in my arms, everything comes into crystal clear focus. I don't even know her name, only that it's her. My mate . The one I've been waiting centuries for. But she can't be my mate; she's human . My nose can't detect a single hint of wolf on her. So how can we be fated? It makes no sense. But when I see the omega seal shining on her palm, I know larger forces are at play. But it's not until after I fight my way out of the bar, past her attackers, and back to the Enclave that all hell breaks loose. I've broken a cardinal rule, and now I must face the High Alpha—and one of my best friends—for punishment. I won't bend the knee, not with her life on the line. No matter the cost. ★★★★★ If you love: Wolf Shifters Fated Mates (but not insta-love) Forbidden Romance Overprotective MMC ✨ Vibes ✨ Cinnamon Roll Hero Billionaires Found Family & Supportive Besties This is the book for you! This book contains a HEA for our main couple. The story arc spans multiple books, but each one contains a new couple and a new romance, while still bringing in familiar faces until our world's problems are solved.",Thigpen-Gandy Publishing,"May 13, 2025"
92,Emotional Support Alpha: Werewolf Shifter Romance (Hot Under the Collar),Riley Harp,4.3,579.0,,/Emotional-Support-Alpha-Werewolf-Shifter-ebook/dp/B0G6TYLFKR/ref=zg_bs_g_6190484011_d_sccl_92/134-1708754-9990356?psc=1,"Arthur Whitlock is a terrifying Alpha werewolf with a spotless suit, a ruthless reputation—and an anxiety disorder that makes him one bad day away from shifting during a tax audit. In a world where werewolves are heavily regulated, Alphas like Arthur are legally required to hire an Emotional Support Human to keep their wolf under control. Chloe Hart just needs extra cash. A laid-back kindergarten teacher with zero knowledge of pack politics, Chloe treats Arthur the same way she treats her most challenging students: snacks for bad moods, a stern voice for growling, and firm boundaries when he forgets himself in public. She isn’t afraid of his fangs—or his power—and that might be the most dangerous thing of all. Because Arthur’s wolf doesn’t just calm around Chloe. It claims her. And Arthur is running out of reasons not to let it.",,"December 15, 2025"
93,Eclipsed Empire (The Wolves of Crescent Creek Book 2),Tessa Hale,4.3,9350.0,,/Eclipsed-Empire-Wolves-Crescent-Creek-ebook/dp/B0DZ7TKFVY/ref=zg_bs_g_6190484011_d_sccl_93/134-1708754-9990356?psc=1,"One secret tore my life apart. It sent me running from the place I thought I would be safe, right into the path of untold enemies. But when my life is in danger, the wolves I thought I’d lost for good are the ones who come for me. And they’ll burn down the world to keep me safe—even if none of us trusts each other anymore. With every moment we’re forced together, every whispered apology and stolen touch, my resolve to keep them at a distance weakens. And when I realize just how much each of these men has come to mean to me, that resolve crumbles to dust. Only there are more secrets to uncover—all our pasts lurking in the shadows. And when the monsters emerge from the darkness, there’s no escaping them this time… **Book Two in the Wolves of Crescent Creek Series. If you haven't met the wolves yet, their story begins in Crescent Kingdom.** Read more",,"July 16, 2025"
94,Fated to My Fiancé's Brother: A Forbidden Rejected Mates Shifter Romance,Jennifer Eve,,484.0,,/Fated-My-Fianc%C3%A9s-Brother-Forbidden-ebook/dp/B0G6LYNWG8/ref=zg_bs_g_6190484011_d_sccl_94/134-1708754-9990356?psc=1,"Ten years secretly loving my fated mate. Ended up engaged to his brother. But on the wedding day… everything changed. Kayden Blackwood — Alpha heir, my childhood savior, the man I loved in silence because mixed-blood girls like me don’t deserve miracles. One moonlit night, he marked me by accident— bond burning, breath tangled, destiny exploding between us. And at sunrise? He looked at me like I was nothing. A week later, a marriage notice arrived with his name. For a heartbeat, I thought he was choosing me... until the groom beside me was his brother. And when my fiancé dropped dead in front of me, the pack called me “murderer”. Seven years later, I walk into a masquerade gala— new name, new face, new life. Until a familiar heat brushes my spine. Kayden turns, freezes, and in the next breath his hand closes around my wrist— His wolf recognized me first. But I’ll never let him see it— the child waiting at home…with his silver eyes.",,"December 30, 2025"
95,Broken Fae (Ruthless Boys of the Zodiac Book 4),Caroline Peckham,4.5,31729.0,,/Broken-Ruthless-Boys-Zodiac-Book-ebook/dp/B084TV5X6R/ref=zg_bs_g_6190484011_d_sccl_95/134-1708754-9990356?psc=1,"The stars have torn us apart. Just as we were finding a way to get past our difficulties, my kings and I have been shattered by a twist of fate. And while we're left reeling from the wheel of destiny, our enemies are only growing more powerful. Felix Oscura is haunting Alestria with his bloodthirsty need to steal the power of the clan he was never destined to rule over, and the illusive King is growing closer to taking control of the entire city. With challenges around every corner, and the mysteries behind my brother's death slowly starting to unravel, I don't know if I'll be able to overcome the will of the stars before it’s too late... Read more",King's Hollow,"August 31, 2020"
96,Reclaimed,Roxie Ray,4.4,5996.0,,/Reclaimed-Roxie-Ray-ebook/dp/B0FFJKD94H/ref=zg_bs_g_6190484011_d_sccl_96/134-1708754-9990356?psc=1,"He lost her once. Fate won’t let him lose her again. Ten years ago, Ace told me I was his fated mate. Then everything fell apart—before I could tell him I was pregnant. Now I’m back. For our son. But Ace is no longer just the man I loved. He’s the dragon clan’s alpha—powerful, dangerous… and furious. He refuses to let me go. He wants his mate. He wants his son. And he’ll stop at nothing to reclaim what’s his. Perfect for fans of: ✔️ Small town second chances ✔️ Possessive alpha dragon shifters ✔️ Secret babies & fated mates ✔️ All the groveling, forgiveness & HEA you love Yes, it’s 700+ pages. That’s what happens when you get both Part 1 & Part 2 in one go. No cliffhangers. No waiting. Just the full, messy, emotional second chance they deserve.",Special Fiction Books,"June 26, 2025"
97,Secret Shifters Next Door: The Complete Series,Roxie Ray,4.7,5421.0,,/Secret-Shifters-Next-Door-Complete-ebook/dp/B0DGTGR1VQ/ref=zg_bs_g_6190484011_d_sccl_97/134-1708754-9990356?psc=1,"Secret Shifters Next Door is the bundled collection of Roxie Ray’s four possessive alpha shifters who find their fated mates and do whatever it takes to keep her safe. While each book follows a different couple, the stories are interconnected. The author suggests you read them to fully enjoy the underlying storyline.",,"September 11, 2024"
98,The Tyrant Alpha's Rejected Mate (The Five Packs Book 1),Cate C. Wells,4.2,17034.0,,/Tyrant-Alphas-Rejected-Mate-Packs-ebook/dp/B09GPTD93W/ref=zg_bs_g_6190484011_d_sccl_98/134-1708754-9990356?psc=1,"He rejected me, and then he realized I’m the center of his world. Bummer. Una I keep my head down. In this backwards pack, females rank low, and my bad leg makes me damaged goods. It doesn’t help that I’ve never shifted. I don’t mind the late twenties single life, though. No one’s paying any attention as I build an illicit farmer’s market empire. My roomies and I are doing it for ourselves, and if life under Killian Kelly is stifling, at least it’s predictable. We can deal. But when biology finally kicks in, I lose my mind. I claim our alpha as my mate. And he rejects me in front of the whole pack. It’s all good. It only hurts when I breathe. I’ll survive. That’s what I do. Who wants an arrogant jerk for a mate, anyway? I’ve got a business to run. Killian To lead this pack out of the dark ages, I’ve had to be hard. Merciless. I don’t flinch, and I don’t make mistakes. Una Hayes isn’t my mate. My wolf might have some kind of strange infatuation, but if she were mine, I’d know it. And I can walk away, can’t I? And if I keep coming back? If she starts living in my head? I’m the strongest male in five generations. My pack scrambles to do my bidding. I can bring one quiet female back in line. No one can possibly be as stubborn as I am. There’s no way I’ve ruined the best thing that’s ever happened to me. I’m the Quarry pack alpha. I don’t lose. The Tyrant Alpha’s Rejected Mate is a full-grown shifter romance. No cheating. HEA guaranteed. Intended for adult readers only.",,"November 12, 2021"
